town_number,town‪_‬name,region_number,region,sector_number,sector,muni_number,muni,total,age_0-6,age_6-18,age_19-45,age_46-55,age_56-64,age_65+
2049      ,שדה צבי                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,675       ,90        ,184       ,259       ,52        ,53        ,37
2050      ,תלמי ביל"ו               ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,502       ,58        ,114       ,184       ,44        ,51        ,51
2051      ,רווחה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,594       ,57        ,111       ,223       ,59        ,57        ,87
2052      ,אביטל                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,592       ,71        ,131       ,199       ,62        ,43        ,86
2053      ,פרזון                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,408       ,39        ,76        ,139       ,62        ,34        ,58
2054      ,מיטב                     ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,511       ,48        ,94        ,192       ,71        ,41        ,65
2055      ,מאור                     ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,1320      ,125       ,357       ,448       ,204       ,92        ,94
2057      ,שדי תרומות               ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,496       ,26        ,111       ,187       ,63        ,52        ,57
2059      ,פעמי תש"ז                ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,550       ,57        ,135       ,204       ,51        ,43        ,60
2060      ,ברוש                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,488       ,50        ,155       ,152       ,59        ,22        ,50
2061      ,תדהר                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,654       ,78        ,191       ,239       ,70        ,32        ,44
2062      ,תאשור                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,398       ,38        ,82        ,139       ,54        ,53        ,32
2063      ,דישון                    ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,399       ,24        ,69        ,141       ,47        ,52        ,66
2064      ,זרועה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,421       ,52        ,102       ,147       ,51        ,27        ,42
2100      ,טירת כרמל                ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,23603     ,2088      ,3747      ,8758      ,2488      ,2635      ,3887
2200      ,דימונה                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,38610     ,3149      ,7285      ,14265     ,4574      ,3778      ,5559
2300      ,קרית טבעון               ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,18034     ,1069      ,3279      ,5603      ,2411      ,1857      ,3815
2400      ,אור יהודה                ,52        ,רמת גן                   ,52        ,רמת גן                   ,0         ,                         ,37464     ,3408      ,7024      ,13886     ,4111      ,3850      ,5185
2500      ,נשר                      ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,24808     ,1661      ,3584      ,9099      ,2922      ,2883      ,4659
2530      ,באר יעקב                 ,43        ,רמלה                     ,43        ,רמלה                     ,0         ,                         ,23095     ,3529      ,5285      ,9188      ,1890      ,1399      ,1804
2550      ,גדרה                     ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,26227     ,2280      ,7028      ,9184      ,3302      ,1711      ,2722
2560      ,ערד                      ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,30343     ,3212      ,5067      ,10262     ,3331      ,2897      ,5574
2600      ,אילת                     ,62        ,באר שבע                  ,63        ,אילת                     ,0         ,                         ,66180     ,4405      ,10491     ,27379     ,9149      ,6633      ,8123
2610      ,בית שמש                  ,11        ,ירושלים                  ,13        ,בית שמש                  ,0         ,                         ,123139    ,20619     ,41704     ,42060     ,8105      ,4945      ,5706
2620      ,קרית אונו                ,52        ,רמת גן                   ,52        ,רמת גן                   ,0         ,                         ,40890     ,3498      ,8769      ,13328     ,5031      ,3293      ,6971
2630      ,קרית גת                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,59050     ,6260      ,11389     ,21581     ,5710      ,5740      ,8370
2640      ,ראש העין                 ,42        ,פתח תקווה                ,349       ,ראש העין                 ,0         ,                         ,52940     ,5851      ,10411     ,20608     ,6214      ,5104      ,4752
2650      ,רמת השרון                ,51        ,תל אביב                  ,57        ,הרצליה                   ,0         ,                         ,50541     ,3769      ,9698      ,15313     ,6630      ,4548      ,10583
2660      ,יבנה                     ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,47756     ,5769      ,9318      ,18365     ,4421      ,4325      ,5558
2710      ,אום אל-פחם               ,32        ,חדרה                     ,23        ,עפולה                    ,0         ,                         ,55110     ,5698      ,15842     ,22467     ,5769      ,2929      ,2405
2720      ,טירה                     ,41        ,השרון                    ,41        ,נתניה                    ,0         ,                         ,26407     ,2395      ,6263      ,11090     ,2884      ,1997      ,1778
2730      ,טייבה                    ,41        ,השרון                    ,41        ,נתניה                    ,0         ,                         ,43349     ,4197      ,11974     ,17102     ,4833      ,2740      ,2503
2742      ,זבארגה )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,21        ,0         ,0         ,5         ,14        ,0         ,2
2800      ,קרית שמונה               ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,24513     ,1754      ,4333      ,9100      ,2921      ,2837      ,3568
3000      ,ירושלים                  ,11        ,ירושלים                  ,11        ,ירושלים                  ,0         ,                         ,975789    ,116178    ,248804    ,351020    ,84811     ,67378     ,107598
3400      ,חברון                    ,77        ,חברון                    ,11        ,ירושלים                  ,0         ,                         ,564       ,66        ,220       ,193       ,30        ,38        ,17
3488      ,כפר עציון                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,859       ,128       ,253       ,312       ,54        ,34        ,78
3555      ,נתיב הגדוד               ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,204       ,28        ,26        ,94        ,7         ,23        ,26
3556      ,אלמוג                    ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,305       ,39        ,73        ,135       ,31        ,24        ,3
3557      ,קדומים                   ,73        ,טול כרם                  ,47        ,כפר סבא                  ,0         ,                         ,4779      ,694       ,1501      ,1667      ,294       ,234       ,389
3558      ,תומר                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,340       ,44        ,47        ,152       ,10        ,58        ,29
3560      ,אלקנה                    ,73        ,טול כרם                  ,349       ,ראש העין                 ,0         ,                         ,3949      ,482       ,964       ,1437      ,276       ,265       ,525
3561      ,מגדל עוז                 ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,448       ,69        ,112       ,197       ,40        ,28        ,2
3563      ,תקוע                     ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,4046      ,700       ,1276      ,1482      ,234       ,155       ,199
3564      ,כוכב השחר                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2362      ,411       ,813       ,847       ,129       ,118       ,44
3565      ,רימונים                  ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,735       ,80        ,150       ,302       ,98        ,53        ,52
3566      ,יפית                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,229       ,34        ,48        ,81        ,23        ,18        ,25
3567      ,סלעית                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,1086      ,173       ,303       ,384       ,106       ,47        ,73
3568      ,ריחן                     ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,293       ,44        ,68        ,110       ,39        ,23        ,9
3569      ,מבוא דותן                ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,469       ,78        ,116       ,182       ,37        ,27        ,29
3570      ,אריאל                    ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,20297     ,1659      ,3446      ,7702      ,2468      ,2186      ,2836
3571      ,שבי שומרון               ,72        ,שכם                      ,41        ,נתניה                    ,72        ,שומרון                   ,993       ,164       ,290       ,361       ,42        ,61        ,75
3572      ,כפר תפוח                 ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1196      ,230       ,396       ,434       ,44        ,37        ,55
3573      ,חלמיש                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1247      ,153       ,348       ,463       ,86        ,83        ,114
3574      ,בית אל                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,6096      ,842       ,1914      ,2241      ,435       ,320       ,344
3575      ,בית חורון                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1379      ,185       ,438       ,490       ,112       ,77        ,77
3576      ,מצפה יריחו               ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2404      ,425       ,724       ,914       ,131       ,125       ,85
3578      ,שדמות מחולה              ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,689       ,91        ,243       ,237       ,50        ,37        ,31
3579      ,אלון מורה                ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1861      ,405       ,534       ,695       ,57        ,80        ,90
3598      ,ארגמן                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,162       ,9         ,23        ,68        ,11        ,26        ,25
3599      ,מחולה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,566       ,89        ,172       ,196       ,31        ,25        ,53
3601      ,קליה                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,424       ,40        ,77        ,163       ,60        ,70        ,14
3602      ,ראש צורים                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1034      ,174       ,391       ,366       ,53        ,28        ,22
3603      ,הר גילה                  ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1588      ,178       ,442       ,606       ,148       ,129       ,85
3604      ,אלון שבות                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,3607      ,403       ,1024      ,1362      ,344       ,167       ,307
3605      ,משואה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,211       ,18        ,50        ,77        ,17        ,7         ,42
3606      ,גלגל                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,170       ,10        ,21        ,78        ,18        ,38        ,5
3607      ,ייט"ב                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,400       ,71        ,121       ,151       ,26        ,21        ,10
3608      ,מעלה אפרים               ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,0         ,                         ,1637      ,176       ,299       ,616       ,167       ,166       ,213
3609      ,חמרה                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,185       ,21        ,31        ,61        ,21        ,8         ,43
3610      ,מצפה שלם                 ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,222       ,16        ,34        ,92        ,46        ,31        ,3
3611      ,קרית ארבע                ,77        ,חברון                    ,11        ,ירושלים                  ,0         ,                         ,8003      ,1085      ,2055      ,2995      ,530       ,572       ,766
3612      ,בקעות                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,223       ,27        ,49        ,79        ,23        ,11        ,34
3613      ,גיתית                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,504       ,90        ,190       ,174       ,9         ,19        ,22
3614      ,מכורה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,174       ,17        ,37        ,60        ,18        ,14        ,28
3615      ,פצאל                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,322       ,40        ,55        ,129       ,15        ,32        ,51
3616      ,מעלה אדומים              ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,41047     ,3631      ,9436      ,15565     ,4736      ,3726      ,3953
3617      ,עופרה                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,3444      ,412       ,1104      ,1281      ,307       ,165       ,175
3618      ,אלעזר                    ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2685      ,325       ,926       ,946       ,275       ,103       ,110
3619      ,רועי                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,171       ,6         ,37        ,63        ,16        ,25        ,24
3620      ,נירן                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,104       ,18        ,11        ,63        ,4         ,5         ,3
3637      ,מעלה שומרון              ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1037      ,166       ,266       ,382       ,82        ,59        ,82
3638      ,כפר אדומים               ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4368      ,576       ,1393      ,1588      ,444       ,204       ,163
3639      ,ורד יריחו                ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,345       ,40        ,94        ,131       ,34        ,19        ,27
3640      ,קרני שומרון              ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,8073      ,997       ,1893      ,3093      ,607       ,770       ,713
3641      ,שילה                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4148      ,874       ,1435      ,1452      ,154       ,125       ,108
3643      ,חיננית                   ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,1417      ,192       ,467       ,522       ,127       ,86        ,23
3644      ,גבעון החדשה              ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1382      ,113       ,205       ,568       ,176       ,168       ,152
3645      ,בית הערבה                ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,234       ,40        ,82        ,90        ,19        ,1         ,2
3646      ,חמדת                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,232       ,33        ,100       ,78        ,20        ,0         ,1
3647      ,יקיר                     ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2247      ,376       ,770       ,801       ,148       ,70        ,82
3648      ,מתתיהו                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,810       ,104       ,274       ,285       ,49        ,40        ,58
3649      ,שקד                      ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,967       ,132       ,239       ,376       ,95        ,66        ,59
3650      ,אפרת                     ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,10733     ,1204      ,2949      ,4071      ,949       ,807       ,753
3651      ,מעלה מכמש                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1724      ,218       ,626       ,611       ,164       ,51        ,54
3652      ,בית אריה                 ,74        ,ראמאללה                  ,349       ,ראש העין                 ,0         ,                         ,5172      ,450       ,1308      ,1928      ,691       ,424       ,371
3653      ,מעלה עמוס                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,601       ,115       ,208       ,214       ,21        ,29        ,14
3654      ,ברקן                     ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1994      ,218       ,456       ,734       ,294       ,130       ,162
3655      ,ניל"י                    ,74        ,ראמאללה                  ,43        ,רמלה                     ,73        ,מטה בנימין               ,1686      ,192       ,477       ,607       ,221       ,126       ,63
3656      ,כרמל                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,503       ,90        ,148       ,195       ,30        ,33        ,7
3657      ,מעון                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,611       ,121       ,208       ,227       ,30        ,24        ,1
3658      ,עטרת                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,672       ,115       ,261       ,222       ,38        ,31        ,5
3659      ,פסגות                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1995      ,341       ,692       ,707       ,98        ,90        ,67
3660      ,עמנואל                   ,73        ,טול כרם                  ,349       ,ראש העין                 ,0         ,                         ,4032      ,725       ,1222      ,1424      ,221       ,246       ,194
3709      ,מבוא חורון               ,74        ,ראמאללה                  ,43        ,רמלה                     ,73        ,מטה בנימין               ,2540      ,445       ,1052      ,798       ,131       ,54        ,60
3710      ,ברכה                     ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,2429      ,548       ,838       ,852       ,82        ,49        ,60
3712      ,ענב                      ,73        ,טול כרם                  ,41        ,נתניה                    ,72        ,שומרון                   ,899       ,165       ,254       ,330       ,41        ,57        ,52
3713      ,נעמ"ה                    ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,75        ,ערבות הירדן              ,177       ,24        ,18        ,86        ,7         ,36        ,6
3715      ,עלמון                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1500      ,174       ,370       ,610       ,164       ,97        ,85
3717      ,חרמש                     ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,275       ,23        ,49        ,93        ,41        ,40        ,29
3719      ,תלם                      ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,418       ,84        ,144       ,147       ,22        ,19        ,2
3720      ,שערי תקווה               ,73        ,טול כרם                  ,349       ,ראש העין                 ,72        ,שומרון                   ,5902      ,584       ,1513      ,2165      ,672       ,447       ,521
3722      ,אשכולות                  ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,532       ,50        ,175       ,206       ,66        ,19        ,16
3723      ,פני חבר                  ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,444       ,75        ,165       ,143       ,43        ,11        ,7
3724      ,נגוהות                   ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,344       ,77        ,148       ,113       ,4         ,2         ,0
3725      ,נווה דניאל               ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2706      ,336       ,865       ,1010      ,239       ,153       ,103
3726      ,נוקדים                   ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2008      ,379       ,535       ,817       ,134       ,72        ,71
3727      ,עלי זהב                  ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2573      ,628       ,843       ,933       ,73        ,48        ,48
3730      ,גבעת זאב                 ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,18651     ,2797      ,4694      ,6978      ,1339      ,1384      ,1459
3743      ,טנא                      ,77        ,חברון                    ,62        ,באר שבע                  ,78        ,הר חברון                 ,889       ,141       ,273       ,326       ,56        ,59        ,34
3744      ,ברוכין                   ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1000      ,236       ,410       ,341       ,11        ,1         ,1
3745      ,מצדות יהודה              ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,538       ,90        ,140       ,215       ,29        ,44        ,20
3746      ,קרית נטפים               ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,885       ,161       ,323       ,315       ,45        ,22        ,19
3747      ,דולב                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1424      ,193       ,429       ,568       ,110       ,92        ,32
3748      ,עתניאל                   ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,847       ,122       ,285       ,329       ,66        ,30        ,15
3749      ,יצהר                     ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1607      ,389       ,596       ,546       ,45        ,20        ,11
3750      ,אלפי מנשה                ,73        ,טול כרם                  ,349       ,ראש העין                 ,0         ,                         ,8410      ,630       ,2176      ,3037      ,1093      ,710       ,764
3751      ,מגדלים                   ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,354       ,78        ,72        ,152       ,26        ,14        ,12
3752      ,מעלה לבונה               ,74        ,ראמאללה                  ,48        ,אריאל                    ,73        ,מטה בנימין               ,703       ,106       ,203       ,270       ,51        ,38        ,35
3754      ,אספר                     ,77        ,חברון                    ,11        ,ירושלים                  ,76        ,גוש עציון                ,735       ,170       ,256       ,256       ,18        ,24        ,11
3756      ,סוסיה                    ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,1187      ,194       ,362       ,474       ,75        ,68        ,14
3759      ,אדורה                    ,77        ,חברון                    ,13        ,בית שמש                  ,78        ,הר חברון                 ,462       ,86        ,136       ,169       ,34        ,23        ,14
3760      ,אורנית                   ,73        ,טול כרם                  ,349       ,ראש העין                 ,0         ,                         ,9279      ,788       ,2357      ,3392      ,1203      ,774       ,765
3762      ,איתמר                    ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1180      ,209       ,433       ,398       ,64        ,48        ,28
3763      ,גבע בנימין               ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,5483      ,745       ,1700      ,2048      ,452       ,312       ,226
3764      ,חגי                      ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,664       ,111       ,250       ,235       ,37        ,30        ,1
3765      ,עלי                      ,72        ,שכם                      ,48        ,אריאל                    ,73        ,מטה בנימין               ,4084      ,771       ,1268      ,1536      ,260       ,113       ,136
3766      ,כרמי צור                 ,77        ,חברון                    ,11        ,ירושלים                  ,76        ,גוש עציון                ,1155      ,193       ,424       ,411       ,72        ,41        ,14
3767      ,נחליאל                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,715       ,133       ,268       ,241       ,31        ,22        ,20
3768      ,פדואל                    ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1948      ,289       ,705       ,724       ,136       ,83        ,11
3769      ,הר אדר                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,4352      ,266       ,1113      ,1476      ,685       ,325       ,487
3770      ,חשמונאים                 ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,3340      ,304       ,681       ,1374      ,362       ,344       ,275
3777      ,סנסנה                    ,77        ,חברון                    ,62        ,באר שבע                  ,78        ,הר חברון                 ,458       ,79        ,206       ,158       ,15        ,0         ,0
3778      ,עץ אפרים                 ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,2288      ,384       ,671       ,848       ,187       ,104       ,94
3779      ,כוכב יעקב                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,8399      ,1547      ,3089      ,2928      ,400       ,258       ,177
3780      ,ביתר עילית               ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,58215     ,11587     ,23303     ,19167     ,2553      ,918       ,687
3781      ,קדר                      ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1584      ,156       ,448       ,644       ,195       ,99        ,42
3782      ,רותם                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,75        ,ערבות הירדן              ,212       ,39        ,94        ,65        ,14        ,0         ,0
3784      ,שמעה                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,714       ,143       ,176       ,292       ,58        ,32        ,13
3785      ,משכיות                   ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,75        ,ערבות הירדן              ,231       ,68        ,88        ,70        ,5         ,0         ,0
3786      ,אבנת                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,156       ,35        ,59        ,60        ,2         ,0         ,0
3787      ,נעלה                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1770      ,203       ,543       ,615       ,218       ,88        ,103
3788      ,טלמון                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4498      ,711       ,1914      ,1477      ,340       ,37        ,19
3790      ,נופים                    ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,787       ,104       ,213       ,257       ,81        ,55        ,77
3791      ,צופים                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,2264      ,308       ,623       ,889       ,226       ,119       ,99
3793      ,אבני חפץ                 ,73        ,טול כרם                  ,41        ,נתניה                    ,72        ,שומרון                   ,1970      ,251       ,713       ,702       ,229       ,52        ,23
3794      ,בת עין                   ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1564      ,287       ,462       ,602       ,97        ,76        ,40
3795      ,רבבה                     ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,2596      ,485       ,1069      ,869       ,140       ,20        ,13
3796      ,כפר האורנים              ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2505      ,122       ,888       ,722       ,596       ,120       ,57
3797      ,מודיעין עילית            ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,72189     ,16245     ,29754     ,22583     ,2213      ,673       ,721
3822      ,רחלים                    ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,771       ,210       ,273       ,273       ,9         ,2         ,4
3823      ,גני מודיעין              ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,3246      ,428       ,1111      ,1158      ,258       ,141       ,150
4000      ,חיפה                     ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,320469    ,21453     ,46483     ,107545    ,37088     ,33605     ,74295
4001      ,בוקעאתא                  ,29        ,גולן                     ,21        ,צפת                      ,0         ,                         ,6581      ,545       ,1594      ,2805      ,765       ,428       ,444
4002      ,אלי-עד                   ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,422       ,57        ,86        ,169       ,30        ,51        ,29
4003      ,אל-רום                   ,29        ,גולן                     ,21        ,צפת                      ,71        ,גולן                     ,465       ,41        ,90        ,176       ,48        ,61        ,49
4004      ,כפר חרוב                 ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,512       ,46        ,83        ,202       ,59        ,80        ,42
4005      ,חספין                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,1482      ,203       ,492       ,538       ,115       ,63        ,71
4006      ,קשת                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,783       ,109       ,251       ,287       ,41        ,60        ,35
4007      ,יונתן                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,655       ,84        ,213       ,249       ,51        ,41        ,17
4008      ,מעלה גמלא                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,556       ,70        ,107       ,235       ,44        ,43        ,57
4009      ,שעל                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,315       ,52        ,46        ,124       ,23        ,47        ,23
4010      ,אודם                     ,29        ,גולן                     ,21        ,צפת                      ,71        ,גולן                     ,159       ,32        ,13        ,70        ,4         ,32        ,8
4011      ,אבני איתן                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,766       ,135       ,234       ,291       ,32        ,44        ,30
4012      ,אניעם                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,594       ,25        ,130       ,247       ,88        ,59        ,45
